Payment Date,Brand,Product Line,Total Revenue,Average Receipt
2016-12-06,IMH,Your Web Layout,2471.71,95.065769
2016-12-06,IMH,Managed Hosting,370,20.555556
2016-12-07,HUB,Other,1088.39,21.7678
2016-12-07,HUB,Hub Shared,9022.35,108.703012
2016-12-07,HUB,Domain Registration,1016.29,15.398333
2016-12-07,IMH,Other,4650.28,21.137636
2016-12-07,IMH,Business Class,39243.24,122.253084
2016-12-07,IMH,Reseller,6971.97,71.875979
2016-12-07,IMH,VPS,20104.84,133.144636
2016-12-07,IMH,Dedicated,17107.05,488.772857
2016-12-07,IMH,Domain Registration,4785.46,15.387331
2016-12-07,IMH,Your Web Layout,1387.14,86.69625
2016-12-07,IMH,Managed Hosting,288,22.153846
2016-12-08,HUB,Other,749.82,17.852857
2016-12-08,HUB,Hub Shared,7061.6,106.993939
2016-12-08,HUB,Domain Registration,1016.29,16.938167
2016-12-08,HUB,Your Web Layout,647.88,161.97
2016-12-08,IMH,Other,5721.56,26.007091
2016-12-08,IMH,Business Class,32400.27,110.205
2016-12-08,IMH,Reseller,4253.42,47.791236
2016-12-08,IMH,VPS,26391.45,158.032635
2016-12-08,IMH,Dedicated,15213.15,447.445588
2016-12-08,IMH,Domain Registration,4548.65,15.524403
2016-12-08,IMH,Your Web Layout,1481.03,105.787857
2016-12-08,IMH,Managed Hosting,509,36.357143
2016-12-09,HUB,Other,800.06,17.022553
2016-12-09,HUB,Hub Shared,7157.56,113.612063
2016-12-09,HUB,Domain Registration,1286.06,18.638551
2016-12-09,HUB,Your Web Layout,319.94,106.646667
2016-12-09,IMH,Other,4883.19,19.377738
2016-12-09,IMH,Business Class,33858.28,119.640565
2016-12-09,IMH,Reseller,4969.49,67.15527
2016-12-09,IMH,VPS,28003.16,166.685476
2016-12-09,IMH,Dedicated,12190.97,312.588974
2016-12-09,IMH,Domain Registration,5206.24,16.42347
2016-12-09,IMH,Your Web Layout,1956.5,177.863636
2016-12-09,IMH,Managed Hosting,703,43.9375
2016-12-10,HUB,Other,717.33,18.393077
2016-12-10,HUB,Hub Shared,5692.21,99.863333
2016-12-10,HUB,Domain Registration,1055.27,19.186727
2016-12-10,HUB,Your Web Layout,119.9,59.95
2016-12-10,IMH,Other,3707.27,19.011641
2016-12-10,IMH,Business Class,30714.67,112.097336
2016-12-10,IMH,Reseller,5131.38,72.272958
2016-12-10,IMH,VPS,24091.04,152.474937
2016-12-10,IMH,Dedicated,14262.61,445.706563
2016-12-10,IMH,Domain Registration,3618.31,15.331822
2016-12-10,IMH,Your Web Layout,2259.86,125.547778
2016-12-10,IMH,Managed Hosting,269,29.888889
2016-12-10,IMH,WordPress,149.59,149.59
2016-12-11,HUB,Other,757.84,16.840889
2016-12-11,HUB,Hub Shared,6988.33,107.512769
2016-12-11,HUB,Domain Registration,828.41,16.243333
2016-12-11,HUB,Your Web Layout,455.4,113.85
2016-12-11,IMH,Other,2503.21,12.392129
2016-12-11,IMH,Business Class,26852.5,111.421162
2016-12-11,IMH,Reseller,2517.29,39.332656
2016-12-11,IMH,VPS,20298.64,133.543684
2016-12-11,IMH,Dedicated,13498.2,346.107692
2016-12-11,IMH,Domain Registration,3377.57,15.352591
2016-12-11,IMH,Your Web Layout,2534.05,126.7025
2016-12-11,IMH,Managed Hosting,479,59.875
2016-12-12,HUB,Other,933.43,16.971455
2016-12-12,HUB,Hub Shared,10222.37,111.112717
2016-12-12,HUB,Domain Registration,1067.26,15.467536
2016-12-12,HUB,Your Web Layout,487.35,121.8375
2016-12-12,IMH,Other,5404.78,21.030272
2016-12-12,IMH,Business Class,39437.66,113.001891
2016-12-12,IMH,Reseller,4338.84,62.881739
2016-12-12,IMH,VPS,26365.12,149.801818
2016-12-12,IMH,Dedicated,16000.72,457.163429
2016-12-12,IMH,Domain Registration,5598.88,15.466519
2016-12-12,IMH,Your Web Layout,1434.67,119.555833
2016-12-12,IMH,Managed Hosting,358,25.571429
2016-12-13,HUB,Other,1172.71,19.545167
2016-12-13,HUB,Hub Shared,8065.29,107.5372
2016-12-13,HUB,Domain Registration,1571.82,18.492
2016-12-13,HUB,Your Web Layout,69.95,69.95
2016-12-13,IMH,Other,5921.43,22.600878
2016-12-13,IMH,Business Class,31244.04,112.794368
2016-12-13,IMH,Reseller,4553.88,54.866024
2016-12-13,IMH,VPS,20261.25,130.717742
2016-12-13,IMH,Dedicated,20161.31,491.739268
2016-12-13,IMH,Domain Registration,5457.08,16.097581
2016-12-13,IMH,Your Web Layout,1959.58,139.97
2016-12-13,IMH,Managed Hosting,590,39.333333
2016-12-14,HUB,Other,865.12,17.3024
2016-12-14,HUB,Hub Shared,9211.76,108.373647
2016-12-14,HUB,Domain Registration,1204.17,16.272568
2016-12-14,HUB,Your Web Layout,156,156
2016-12-14,IMH,Other,6857.38,27.104269
2016-12-14,IMH,Business Class,37243.15,111.173582
2016-12-14,IMH,Reseller,5495.14,57.843579
2016-12-14,IMH,VPS,20449.15,131.93
2016-12-14,IMH,Dedicated,15005.21,394.873947
2016-12-14,IMH,Domain Registration,4799.46,15.68451
2016-12-14,IMH,Your Web Layout,2175.2,87.008
2016-12-14,IMH,Managed Hosting,825,55
2016-12-15,HUB,Other,1186.91,19.457541
2016-12-15,HUB,Hub Shared,10062.18,114.342955
2016-12-15,HUB,Domain Registration,1537.86,17.676552
2016-12-15,HUB,Your Web Layout,221.86,73.953333
2016-12-15,IMH,Other,7137.62,25.044281
2016-12-15,IMH,Business Class,39733.18,114.175805
2016-12-15,IMH,Reseller,6005.19,69.827791
2016-12-15,IMH,VPS,27789.81,186.508792
2016-12-15,IMH,Dedicated,19128.8,434.745455
2016-12-15,IMH,Domain Registration,6076.55,16.693819
2016-12-15,IMH,Your Web Layout,3576.71,115.377742
2016-12-15,IMH,Managed Hosting,269,19.214286
2016-12-15,IMH,WordPress,479.88,479.88
2016-12-16,HUB,Other,703.77,14.661875
2016-12-16,HUB,Hub Shared,9245.68,111.393735
2016-12-16,HUB,Domain Registration,1159.2,16.8
2016-12-16,HUB,Your Web Layout,29.95,29.95
2016-12-16,IMH,Other,6414.68,25.865645
2016-12-16,IMH,Business Class,35116.16,112.551795
2016-12-16,IMH,Reseller,5380.3,65.613415
2016-12-16,IMH,VPS,21164.1,118.899438
2016-12-16,IMH,Dedicated,20337.35,549.658108
2016-12-16,IMH,Domain Registration,5248.12,16.098528
2016-12-16,IMH,Your Web Layout,2625.79,105.0316
2016-12-16,IMH,Managed Hosting,461.5,32.964286
2016-12-17,HUB,Other,924.6,15.671186
2016-12-17,HUB,Hub Shared,7829.75,113.474638
2016-12-17,HUB,Domain Registration,1256.14,16.313506
2016-12-17,HUB,Your Web Layout,69.95,69.95
2016-12-17,IMH,Other,5068.45,20.033399
2016-12-17,IMH,Business Class,29070.9,110.957634
2016-12-17,IMH,Reseller,5179.27,60.22407
2016-12-17,IMH,VPS,22086.65,134.674695
2016-12-17,IMH,Dedicated,10504.05,318.304545
2016-12-17,IMH,Domain Registration,5076.31,17.034597
2016-12-17,IMH,Your Web Layout,2110.04,117.224444
2016-12-17,IMH,Managed Hosting,420,42
2016-12-17,IMH,WordPress,191.88,191.88
2016-12-18,HUB,Other,1112.31,16.853182
2016-12-18,HUB,Hub Shared,9375.2,103.024176
2016-12-18,HUB,Domain Registration,1519.96,16.169787
2016-12-18,HUB,Your Web Layout,139.9,69.95
2016-12-18,IMH,Other,4159.7,15.696981
2016-12-18,IMH,Business Class,36778.62,120.191569
2016-12-18,IMH,Reseller,3011.04,38.11443
2016-12-18,IMH,VPS,18460.23,115.376438
2016-12-18,IMH,Dedicated,14501.21,337.237442
2016-12-18,IMH,Domain Registration,5493.13,16.061784
2016-12-18,IMH,Your Web Layout,1172.37,117.237
2016-12-18,IMH,Managed Hosting,290,32.222222
2016-12-19,HUB,Other,1017.3,17.242373
2016-12-19,HUB,Hub Shared,8918.12,110.100247
2016-12-19,HUB,Domain Registration,1330.1,15.834524
2016-12-19,IMH,Other,5706.82,21.058376
2016-12-19,IMH,Business Class,34530.64,110.675128
2016-12-19,IMH,Reseller,5250.36,59.663182
2016-12-19,IMH,VPS,23311.2,156.451007
2016-12-19,IMH,Dedicated,13843.43,384.539722
2016-12-19,IMH,Domain Registration,5893.55,16.280525
2016-12-19,IMH,Your Web Layout,1683.44,84.172
2016-12-19,IMH,Managed Hosting,486,28.588235
2016-12-19,IMH,WordPress,153.41,153.41
2016-12-20,HUB,Other,985.31,16.988103
2016-12-20,HUB,Hub Shared,6584.21,104.51127
2016-12-20,HUB,Domain Registration,1511.9,16.433696
2016-12-20,HUB,Your Web Layout,279.85,69.9625
2016-12-20,IMH,Other,7434.41,25.724602
2016-12-20,IMH,Business Class,40491.14,114.705779
2016-12-20,IMH,Reseller,5319.65,61.856395
2016-12-20,IMH,VPS,25510.68,148.317907
2016-12-20,IMH,Dedicated,32213.24,585.695273
2016-12-20,IMH,Domain Registration,6298.22,16.444439
2016-12-20,IMH,Your Web Layout,5791.74,251.814783
2016-12-20,IMH,Managed Hosting,899,29
2016-12-21,HUB,Other,932.2,16.949091
2016-12-21,HUB,Hub Shared,7563.08,116.355077
2016-12-21,HUB,Domain Registration,1448,17.035294
2016-12-21,HUB,Your Web Layout,388.41,129.47
2016-12-21,IMH,Other,8403.23,31.238773
2016-12-21,IMH,Business Class,39850.74,114.843631
2016-12-21,IMH,Reseller,5064.52,69.376986
2016-12-21,IMH,VPS,25569.52,171.607517
2016-12-21,IMH,Dedicated,12402.64,375.837576
2016-12-21,IMH,Domain Registration,6275.44,16.384961
2016-12-21,IMH,Your Web Layout,2003.14,125.19625
2016-12-21,IMH,Managed Hosting,369,36.9
2016-12-22,HUB,Other,936.1,16.139655
2016-12-22,HUB,Hub Shared,7128.51,104.831029
2016-12-22,HUB,Domain Registration,1444.01,16.597816
2016-12-22,HUB,Your Web Layout,1391.18,347.795
2016-12-22,IMH,Other,7551.78,26.221458
2016-12-22,IMH,Business Class,39221.15,117.428593
2016-12-22,IMH,Reseller,4098.55,51.88038
2016-12-22,IMH,VPS,23891.06,125.084084
2016-12-22,IMH,Dedicated,17082.46,488.070286
2016-12-22,IMH,Domain Registration,6824.15,17.189295
2016-12-22,IMH,Your Web Layout,1452.66,145.266
2016-12-22,IMH,Managed Hosting,515,28.611111
2016-12-23,HUB,Other,847.5,18.031915
2016-12-23,HUB,Hub Shared,6442.05,109.187288
2016-12-23,HUB,Domain Registration,1155.2,15.610811
2016-12-23,HUB,Your Web Layout,769.93,384.965
2016-12-23,IMH,Other,5846.89,22.488038
2016-12-23,IMH,Business Class,29274.3,113.907782
2016-12-23,IMH,Reseller,2949.35,37.333544
2016-12-23,IMH,VPS,20953.67,133.462866
2016-12-23,IMH,Dedicated,11977.51,315.197632
2016-12-23,IMH,Domain Registration,5696.95,15.694077
2016-12-23,IMH,Your Web Layout,1878.73,89.463333
2016-12-23,IMH,Managed Hosting,654,43.6
2016-12-24,HUB,Other,945.6,18.912
2016-12-24,HUB,Hub Shared,6089.73,103.215763
2016-12-24,HUB,Domain Registration,1464.06,17.224235
2016-12-24,HUB,Your Web Layout,69.95,69.95
2016-12-24,IMH,Other,4905.37,18.580947
2016-12-24,IMH,Business Class,25048.54,116.504837
2016-12-24,IMH,Reseller,3852.73,45.865833
2016-12-24,IMH,VPS,17911.75,148.030992
2016-12-24,IMH,Dedicated,11406.8,335.494118
2016-12-24,IMH,Domain Registration,6311.34,17.678824
2016-12-24,IMH,Your Web Layout,893.55,59.57
2016-12-24,IMH,Managed Hosting,190,27.142857
2016-12-25,HUB,Other,559.4,15.538889
2016-12-25,HUB,Hub Shared,4491.22,102.073182
2016-12-25,HUB,Domain Registration,957.33,16.795263
2016-12-25,HUB,Your Web Layout,139.9,69.95
2016-12-25,IMH,Other,4404.55,21.278019
2016-12-25,IMH,Business Class,18796.91,108.652659
2016-12-25,IMH,Reseller,2731.88,44.784918
2016-12-25,IMH,VPS,14240.34,107.070226
2016-12-25,IMH,Dedicated,7246.19,219.581515
2016-12-25,IMH,Domain Registration,4142,16.769231
2016-12-25,IMH,Your Web Layout,752.15,107.45
2016-12-25,IMH,Managed Hosting,310,77.5
2016-12-26,HUB,Other,850.39,17.0078
2016-12-26,HUB,Hub Shared,8703.03,111.577308
2016-12-26,HUB,Domain Registration,1189.14,15.443377
2016-12-26,IMH,Other,4503.06,18.455164
2016-12-26,IMH,Business Class,27424.8,114.748117
2016-12-26,IMH,Reseller,4399.95,53.657927
2016-12-26,IMH,VPS,16061.08,87.765464
2016-12-26,IMH,Dedicated,16268.96,361.532444
2016-12-26,IMH,Domain Registration,5558.96,15.747762
2016-12-26,IMH,Your Web Layout,2369.73,157.982
2016-12-26,IMH,Managed Hosting,660,50.769231
2016-12-27,HUB,Other,812.89,14.515893
2016-12-27,HUB,Hub Shared,7298.8,102.8
2016-12-27,HUB,Domain Registration,1005.31,16.755167
2016-12-27,HUB,Your Web Layout,49.95,49.95
2016-12-27,IMH,Other,6174.33,22.616593
2016-12-27,IMH,Business Class,39724.48,111.585618
2016-12-27,IMH,Reseller,4087.45,51.739873
2016-12-27,IMH,VPS,29040.62,136.984057
2016-12-27,IMH,Dedicated,12261.52,322.671579
2016-12-27,IMH,Domain Registration,6414.47,16.321807
2016-12-27,IMH,Your Web Layout,3037.73,108.490357
2016-12-27,IMH,Managed Hosting,607,31.947368
2016-12-28,HUB,Other,1508.51,19.591039
2016-12-28,HUB,Hub Shared,10958.14,114.147292
2016-12-28,HUB,Domain Registration,1857.74,17.692762
2016-12-28,IMH,Other,5620.57,18.611159
2016-12-28,IMH,Business Class,47132.06,113.026523
2016-12-28,IMH,Reseller,4226.91,66.045469
2016-12-28,IMH,VPS,29017.32,138.177714
2016-12-28,IMH,Dedicated,14690.2,408.061111
2016-12-28,IMH,Domain Registration,6489.38,15.414204
2016-12-28,IMH,Your Web Layout,1106.88,85.144615
2016-12-28,IMH,Managed Hosting,299,29.9
2016-12-29,HUB,Other,1236.95,18.741667
2016-12-29,HUB,Hub Shared,8704.11,106.147683
2016-12-29,HUB,Domain Registration,1302.11,17.361467
2016-12-29,HUB,Your Web Layout,433.93,216.965
2016-12-29,IMH,Other,6604.22,19.481475
2016-12-29,IMH,Business Class,42647.17,115.574986
2016-12-29,IMH,Reseller,8777.72,85.220583
2016-12-29,IMH,VPS,26980.11,149.061381
2016-12-29,IMH,Dedicated,26413.58,713.880541
2016-12-29,IMH,Domain Registration,7783.55,17.451906
2016-12-29,IMH,Your Web Layout,3271.73,408.96625
2016-12-29,IMH,Managed Hosting,572,35.75
2016-12-30,HUB,Other,1647.64,24.23
2016-12-30,HUB,Hub Shared,9700.1,106.594505
2016-12-30,HUB,Domain Registration,1591.78,18.088409
2016-12-30,HUB,Your Web Layout,80,80
2016-12-30,IMH,Other,8182.51,29.972564
2016-12-30,IMH,Business Class,37824.15,114.618636
2016-12-30,IMH,Reseller,6171.29,80.146623
2016-12-30,IMH,VPS,21280.59,134.687278
2016-12-30,IMH,Dedicated,10269.52,489.024762
2016-12-30,IMH,Domain Registration,5889.66,15.54
2016-12-30,IMH,Your Web Layout,2217.08,277.135
2016-12-30,IMH,Managed Hosting,347,31.545455
2016-12-31,HUB,Other,1144.88,17.087761
2016-12-31,HUB,Hub Shared,7821.1,111.73
2016-12-31,HUB,Domain Registration,1664.83,18.095978
2016-12-31,HUB,Your Web Layout,1013.91,337.97
2016-12-31,IMH,Other,2619.69,13.860794
2016-12-31,IMH,Business Class,33697.02,127.158566
2016-12-31,IMH,Reseller,2793.75,73.519737
2016-12-31,IMH,VPS,12813.78,147.284828
2016-12-31,IMH,Dedicated,11429.5,952.458333
2016-12-31,IMH,Domain Registration,6309.48,17.145326
2016-12-31,IMH,Your Web Layout,49.95,49.95
2016-12-31,IMH,Managed Hosting,49,7
2017-01-01,HUB,Other,1128.44,16.594706
2017-01-01,HUB,Hub Shared,8731.99,100.367701
2017-01-01,HUB,Domain Registration,1399.05,15.545
2017-01-01,HUB,Your Web Layout,788.96,157.792
2017-01-01,IMH,Other,6597.07,21.144455
2017-01-01,IMH,Business Class,34639.24,112.465065
2017-01-01,IMH,Reseller,5568.43,52.532358
2017-01-01,IMH,VPS,24098.43,103.872543
2017-01-01,IMH,Dedicated,21027.73,313.846716
2017-01-01,IMH,Domain Registration,6289.63,16.336701
2017-01-01,IMH,Your Web Layout,3873.12,107.586667
2017-01-01,IMH,Managed Hosting,540,49.090909
2017-01-02,HUB,Other,1620.52,20.2565
2017-01-02,HUB,Hub Shared,10540.87,108.668763
2017-01-02,HUB,Domain Registration,1391,14.956989
2017-01-02,HUB,Your Web Layout,288.16,57.632
2017-01-02,IMH,Other,7069.24,21.357221
2017-01-02,IMH,Business Class,42441.53,112.87641
2017-01-02,IMH,Reseller,5013.59,52.774632
2017-01-02,IMH,VPS,24278.93,127.783842
2017-01-02,IMH,Dedicated,24973.69,390.213906
2017-01-02,IMH,Domain Registration,6911.9,15.780594
2017-01-02,IMH,Your Web Layout,3659.85,104.567143
2017-01-02,IMH,Managed Hosting,760,40
2017-01-03,HUB,Other,1375.71,20.231029
2017-01-03,HUB,Hub Shared,10709.42,106.033861
2017-01-03,HUB,Domain Registration,1384.01,15.550674
2017-01-03,IMH,Other,7748.7,22.076068
2017-01-03,IMH,Business Class,50186.19,115.370552
2017-01-03,IMH,Reseller,3623.4,43.655422
2017-01-03,IMH,VPS,28955.66,156.517081
2017-01-03,IMH,Dedicated,25839.39,469.807091
2017-01-03,IMH,Domain Registration,7410.71,14.971131
2017-01-03,IMH,Your Web Layout,1898.6,94.93
2017-01-03,IMH,Managed Hosting,866,39.363636
2017-01-04,HUB,Other,970.48,12.939733
2017-01-04,HUB,Hub Shared,8850.33,106.630482
2017-01-04,HUB,Domain Registration,1635.87,16.692551
2017-01-04,HUB,Your Web Layout,865.8,123.685714
2017-01-04,IMH,Other,7115.55,23.406414
2017-01-04,IMH,Business Class,45799.07,110.625773
2017-01-04,IMH,Reseller,6350.18,76.508193
2017-01-04,IMH,VPS,31517.16,174.127956
2017-01-04,IMH,Dedicated,13390.1,343.335897
2017-01-04,IMH,Domain Registration,7268.72,16.04574
2017-01-04,IMH,Your Web Layout,2018.54,106.238947
2017-01-04,IMH,Managed Hosting,427.5,22.5
2017-01-04,IMH,WordPress,115.87,57.935
2017-01-05,HUB,Other,1379.35,21.220769
2017-01-05,HUB,Hub Shared,10205.64,109.738065
2017-01-05,HUB,Domain Registration,1554.93,16.197188
2017-01-05,HUB,Your Web Layout,264.95,132.475
2017-01-05,IMH,Other,9169.07,24.915951
2017-01-05,IMH,Business Class,46346.54,114.154039
2017-01-05,IMH,Reseller,6010.61,68.302386
2017-01-05,IMH,VPS,29043.33,160.460387
2017-01-05,IMH,Dedicated,18172.94,370.876327
2017-01-05,IMH,Domain Registration,7980.95,15.8667
2017-01-05,IMH,Your Web Layout,2660.57,106.4228
2017-01-05,IMH,Managed Hosting,889,44.45
2017-01-05,IMH,WordPress,39.99,39.99
2017-01-06,HUB,Other,1190.52,20.178305
2017-01-06,HUB,Hub Shared,7996.63,109.542877
2017-01-06,HUB,Domain Registration,1434.77,16.121011
2017-01-06,HUB,Your Web Layout,150,150
2017-01-06,IMH,Other,6443.23,20.26173
2017-01-06,IMH,Business Class,43803.53,112.605476
2017-01-06,IMH,Reseller,4873.97,63.298312
2017-01-06,IMH,VPS,26796.77,142.536011
2017-01-06,IMH,Dedicated,23059.46,490.626809
2017-01-06,IMH,Domain Registration,6576.24,16.481805
2017-01-06,IMH,Your Web Layout,1742.33,82.968095
2017-01-06,IMH,Managed Hosting,860,43
2017-01-07,HUB,Other,1520.89,17.282841
2017-01-07,HUB,Hub Shared,11874.07,112.019528
2017-01-07,HUB,Domain Registration,1932.68,17.103363
2017-01-07,IMH,Other,5415.61,20.829269
2017-01-07,IMH,Business Class,36653.57,115.262799
2017-01-07,IMH,Reseller,3701.74,44.068333
2017-01-07,IMH,VPS,21850.06,145.667067
2017-01-07,IMH,Dedicated,12866.98,428.899333
2017-01-07,IMH,Domain Registration,6031.46,16.479399
2017-01-07,IMH,Your Web Layout,1219.54,76.22125
2017-01-07,IMH,Managed Hosting,250,35.714286
2017-01-08,HUB,Other,850.61,14.176833
2017-01-08,HUB,Hub Shared,8224.34,106.80961
2017-01-08,HUB,Domain Registration,1438.97,16.539885
2017-01-08,HUB,Your Web Layout,577.93,192.643333
2017-01-08,IMH,Other,4771.27,18.141711
2017-01-08,IMH,Business Class,38991.67,112.367925
2017-01-08,IMH,Reseller,4941.75,55.525281
2017-01-08,IMH,VPS,19808.76,141.491143
2017-01-08,IMH,Dedicated,19461.35,525.982432
2017-01-08,IMH,Domain Registration,6971.12,18.01323
2017-01-08,IMH,Your Web Layout,1042.04,86.836667
2017-01-08,IMH,Managed Hosting,390,43.333333
2017-01-09,HUB,Other,661.34,14.376957
2017-01-09,HUB,Hub Shared,8138.31,101.728875
2017-01-09,HUB,Domain Registration,1532.9,17.032222
2017-01-09,HUB,Your Web Layout,753.92,150.784
2017-01-09,IMH,Other,6436.86,19.214507
2017-01-09,IMH,Business Class,46543.04,110.553539
2017-01-09,IMH,Reseller,6097.15,78.16859
2017-01-09,IMH,VPS,22632.67,129.329543
2017-01-09,IMH,Dedicated,15690.93,356.612045
2017-01-09,IMH,Domain Registration,7825.27,16.068316
2017-01-09,IMH,Your Web Layout,1226.6,153.325
2017-01-09,IMH,Managed Hosting,439,31.357143
2017-01-09,IMH,WordPress,1361.52,680.76
2017-01-10,HUB,Other,1286.81,21.446833
2017-01-10,HUB,Hub Shared,8649.01,104.20494
2017-01-10,HUB,Domain Registration,1332,16.048193
2017-01-10,HUB,Your Web Layout,209.9,69.966667
2017-01-10,IMH,Other,6315.57,19.138091
2017-01-10,IMH,Business Class,46218.66,113.839064
2017-01-10,IMH,Reseller,4449.02,59.320267
2017-01-10,IMH,VPS,22718.51,142.883711
2017-01-10,IMH,Dedicated,12507.51,390.859688
2017-01-10,IMH,Domain Registration,7096.73,15.13162
2017-01-10,IMH,Your Web Layout,2328.69,122.562632
2017-01-10,IMH,Managed Hosting,269,26.9
2017-01-10,IMH,WordPress,149.59,149.59
2017-01-11,HUB,Other,1227.66,15.156296
2017-01-11,HUB,Hub Shared,10263.81,110.363548
2017-01-11,HUB,Domain Registration,1356.03,14.901429
2017-01-11,HUB,Your Web Layout,455.4,113.85
2017-01-11,IMH,Other,6527.14,20.987588
2017-01-11,IMH,Business Class,47254.85,113.867108
2017-01-11,IMH,Reseller,6716.11,93.279306
2017-01-11,IMH,VPS,23701.48,141.080238
2017-01-11,IMH,Dedicated,17030.55,473.070833
2017-01-11,IMH,Domain Registration,8242.09,17.029112
2017-01-11,IMH,Your Web Layout,2964.1,128.873913
2017-01-11,IMH,Managed Hosting,821,43.210526
2017-01-12,HUB,Other,1284.23,20.384603
2017-01-12,HUB,Hub Shared,9093.97,103.340568
2017-01-12,HUB,Domain Registration,1550.83,15.824796
2017-01-12,HUB,Your Web Layout,487.35,121.8375
2017-01-12,IMH,Other,6332.34,18.959102
2017-01-12,IMH,Business Class,44895.55,112.520175
2017-01-12,IMH,Reseller,6525.39,82.599873
2017-01-12,IMH,VPS,23220.7,129.724581
2017-01-12,IMH,Dedicated,36278.89,806.197556
2017-01-12,IMH,Domain Registration,8174.05,17.029271
2017-01-12,IMH,Your Web Layout,4619.1,192.4625
2017-01-12,IMH,Managed Hosting,544.5,27.225
2017-01-13,HUB,Other,1514.36,21.032778
2017-01-13,HUB,Hub Shared,10746.04,116.804783
2017-01-13,HUB,Domain Registration,1313.11,15.268721
2017-01-13,HUB,Your Web Layout,595.18,99.196667
2017-01-13,IMH,Other,8768.97,29.826429
2017-01-13,IMH,Business Class,43800.97,120.002658
2017-01-13,IMH,Reseller,5361.24,57.034468
2017-01-13,IMH,VPS,25773.29,165.213397
2017-01-13,IMH,Dedicated,13578.15,387.947143
2017-01-13,IMH,Domain Registration,6883.01,16.31045
2017-01-13,IMH,Your Web Layout,2840.57,202.897857
2017-01-13,IMH,Managed Hosting,677,52.076923
2017-01-13,IMH,WordPress,209.94,209.94
2017-01-14,HUB,Other,1083.68,15.481143
2017-01-14,HUB,Hub Shared,8830.27,102.677558
2017-01-14,HUB,Domain Registration,1887.65,17.808019
2017-01-14,HUB,Your Web Layout,156,156
2017-01-14,IMH,Other,5545.17,18.797186
2017-01-14,IMH,Business Class,36956.77,113.364325
2017-01-14,IMH,Reseller,4721.96,61.324156
2017-01-14,IMH,VPS,22508.57,147.114837
2017-01-14,IMH,Dedicated,14872.64,464.77
2017-01-14,IMH,Domain Registration,6660.12,16.485446
2017-01-14,IMH,Your Web Layout,1431.47,84.204118
2017-01-14,IMH,Managed Hosting,729,66.272727
2017-01-14,IMH,WordPress,195.75,97.875
2017-01-15,HUB,Other,1293.34,18.476286
2017-01-15,HUB,Hub Shared,11833.26,106.605946
2017-01-15,HUB,Domain Registration,1413.95,16.441279
2017-01-15,HUB,Your Web Layout,371.86,92.965
2017-01-15,IMH,Other,5982.5,21.065141
2017-01-15,IMH,Business Class,41241.98,116.174592
2017-01-15,IMH,Reseller,3613.62,48.1816
2017-01-15,IMH,VPS,22562.17,162.31777
2017-01-15,IMH,Dedicated,10378.39,314.496667
2017-01-15,IMH,Domain Registration,6503.41,15.823382
2017-01-15,IMH,Your Web Layout,2655.55,85.662903
2017-01-15,IMH,Managed Hosting,129,18.428571
2017-01-15,IMH,WordPress,101.94,101.94
2017-01-16,HUB,Other,1273.74,16.542078
2017-01-16,HUB,Hub Shared,11764.71,112.044857
2017-01-16,HUB,Domain Registration,1664.76,17.710213
2017-01-16,HUB,Your Web Layout,29.95,29.95
2017-01-16,IMH,Other,6079.72,19.362166
2017-01-16,IMH,Business Class,44992.2,115.069565
2017-01-16,IMH,Reseller,4502.17,56.989494
2017-01-16,IMH,VPS,27977.68,160.791264
2017-01-16,IMH,Dedicated,28189.74,587.28625
2017-01-16,IMH,Domain Registration,7122.83,16.00636
2017-01-16,IMH,Your Web Layout,1998.36,90.834545
2017-01-16,IMH,Managed Hosting,592,37
2017-01-16,IMH,WordPress,161.64,161.64
2017-01-17,HUB,Other,1048.17,15.19087
2017-01-17,HUB,Hub Shared,8682.7,100.961628
2017-01-17,HUB,Domain Registration,1599.87,16.160303
2017-01-17,HUB,Your Web Layout,69.95,69.95
2017-01-17,IMH,Other,7762.63,22.052926
2017-01-17,IMH,Business Class,42568.07,112.021237
2017-01-17,IMH,Reseller,3429.73,39.880581
2017-01-17,IMH,VPS,27688.34,145.728105
2017-01-17,IMH,Dedicated,13459.38,354.194211
2017-01-17,IMH,Domain Registration,7550.44,16.485677
2017-01-17,IMH,Your Web Layout,2060.09,121.181765
2017-01-17,IMH,Managed Hosting,469,31.266667
2017-01-18,HUB,Other,896.05,17.569608
2017-01-18,HUB,Hub Shared,9977.32,106.141702
2017-01-18,HUB,Domain Registration,1203.12,16.945352
2017-01-18,HUB,Your Web Layout,189.9,63.3
2017-01-18,IMH,Other,7494,23.942492
2017-01-18,IMH,Business Class,44270.25,116.808047
2017-01-18,IMH,Reseller,5582.29,58.760947
2017-01-18,IMH,VPS,28695.18,155.952065
2017-01-18,IMH,Dedicated,25594.34,544.560426
2017-01-18,IMH,Domain Registration,7113.01,16.020293
2017-01-18,IMH,Your Web Layout,1349.82,103.832308
2017-01-18,IMH,Managed Hosting,433,25.470588
2017-01-18,IMH,WordPress,107.88,107.88
2017-01-19,HUB,Other,1318.71,21.269516
2017-01-19,HUB,Hub Shared,9661.11,106.166044
2017-01-19,HUB,Domain Registration,1703.79,19.811512
2017-01-19,IMH,Other,7249.25,21.76952
2017-01-19,IMH,Business Class,44978.02,108.905617
2017-01-19,IMH,Reseller,6045.51,72.83747
